id,platform_id,text,platform,created_at,location,label,polarity,confidence,model_used
314,seed_youtube_313_1775780189,This model outage has cost us thousands. Where is the status page??,youtube,2026-04-10 00:16:29.866134+00,,negative,-0.5879,0.7118,ensemble
315,seed_youtube_314_1773995321,The data conference keynote starts in 2 hours. Curious what they'll announce.,youtube,2026-03-20 08:28:41.401271+00,"Mumbai, IN",neutral,-0.0624,0.6722,ensemble
316,seed_twitter_315_1774189580,The server UI is confusing and unintuitive. Needs a complete redesign.,twitter,2026-03-22 14:26:20.622113+00,"Bangalore, IN",negative,-0.8923,0.7115,bert
317,seed_twitter_316_1775332883,The new deep learning platform is absolutely incredible! Best launch I've seen this year 🚀,twitter,2026-04-04 20:01:23.266285+00,"San Francisco, US",positive,0.9369,0.7749,textblob
318,seed_twitter_317_1775125578,Why is ai so expensive now?! The new pricing is outrageous.,twitter,2026-04-02 10:26:18.938494+00,"Bangalore, IN",negative,-0.6346,0.939,ensemble
319,seed_twitter_318_1773643482,Anyone here using kubernetes for production workloads? Looking for feedback.,twitter,2026-03-16 06:44:42.505674+00,"Paris, FR",neutral,0.0012,0.6631,bert
320,seed_twitter_319_1775269841,Comparing neural vs alternatives. Both seem to have trade-offs.,twitter,2026-04-04 02:30:41.660401+00,"New York, US",neutral,-0.0461,0.7259,textblob
321,seed_youtube_320_1773888997,The latest encrypt update broke my entire pipeline. Unacceptable!,youtube,2026-03-19 02:56:37.582837+00,"London, UK",negative,-0.2571,0.7128,textblob
322,seed_twitter_321_1773959480,Been waiting 3 days for security support to reply. Absolutely terrible service 😡,twitter,2026-03-19 22:31:20.439468+00,"Tokyo, JP",negative,-0.9048,0.7028,textblob
323,seed_twitter_322_1775206010,Submitted 5 cheap tickets this week. Not a single response.,twitter,2026-04-03 08:46:50.431095+00,"Toronto, CA",negative,-0.3413,0.7701,textblob
324,seed_twitter_323_1774051199,Reviewing the help changelog for the latest release.,twitter,2026-03-20 23:59:59.514333+00,"Mumbai, IN",neutral,0.0079,0.7581,textblob
325,seed_twitter_324_1774352456,Super happy with our decision to move to aws. Zero regrets.,twitter,2026-03-24 11:40:56.566346+00,,positive,0.858,0.7716,ensemble
326,seed_youtube_325_1773423992,The hack UI is confusing and unintuitive. Needs a complete redesign.,youtube,2026-03-13 17:46:32.020143+00,,negative,-0.7161,0.802,ensemble
327,seed_twitter_326_1773810978,Blown away by how fast and reliable the new cost update is. 10/10!,twitter,2026-03-18 05:16:18.661028+00,"Singapore, SG",positive,0.6796,0.7278,textblob
328,seed_twitter_327_1773582341,New encrypt blog post is out. Covers migration steps.,twitter,2026-03-15 13:45:41.420951+00,"San Francisco, US",neutral,-0.0996,0.77,textblob
329,seed_twitter_328_1775680976,Comparing encrypt vs alternatives. Both seem to have trade-offs.,twitter,2026-04-08 20:42:56.901801+00,"Sydney, AU",neutral,0.0697,0.8469,bert
330,seed_twitter_329_1773783478,Huge shoutout to the threat team – your product is flawless ⭐⭐⭐⭐⭐,twitter,2026-03-17 21:37:58.68198+00,"Berlin, DE",positive,0.5996,0.9537,bert
331,seed_youtube_330_1774096780,data charged me twice this month and I can't reach anyone. Do better.,youtube,2026-03-21 12:39:40.803367+00,"Mumbai, IN",negative,-0.9433,0.9157,bert
332,seed_twitter_331_1775015685,"deep learning has gone downhill fast. It used to be great, now it's a buggy mess.",twitter,2026-04-01 03:54:45.171252+00,"Mumbai, IN",negative,-0.4721,0.9028,ensemble
333,seed_twitter_332_1773936527,Huge shoutout to the gpt team – your product is flawless ⭐⭐⭐⭐⭐,twitter,2026-03-19 16:08:47.612645+00,"Toronto, CA",positive,0.5204,0.7788,ensemble
334,seed_youtube_333_1774458129,The neural demo blew my mind. Rolling this out company-wide ASAP.,youtube,2026-03-25 17:02:09.326845+00,"New York, US",positive,0.6799,0.9609,textblob
335,seed_youtube_334_1774956387,Submitted 5 broken tickets this week. Not a single response.,youtube,2026-03-31 11:26:27.405302+00,"Sydney, AU",negative,-0.8539,0.7333,textblob
336,seed_youtube_335_1774882199,The broken platform keeps crashing. Switching to a competitor ASAP.,youtube,2026-03-30 14:49:59.417546+00,"Singapore, SG",negative,-0.5914,0.8016,bert
337,seed_youtube_336_1775110071,Submitted 5 expensive tickets this week. Not a single response.,youtube,2026-04-02 06:07:51.125615+00,"Toronto, CA",negative,-0.3683,0.7573,textblob
338,seed_twitter_337_1774348420,Setting up a price demo environment. First impressions later.,twitter,2026-03-24 10:33:40.684327+00,"Singapore, SG",neutral,-0.0975,0.8259,bert
339,seed_youtube_338_1774198117,Been waiting 3 days for firewall support to reply. Absolutely terrible service 😡,youtube,2026-03-22 16:48:37.587021+00,"Bangalore, IN",negative,-0.7006,0.9456,ensemble
340,seed_youtube_339_1774357286,"issue has gone downhill fast. It used to be great, now it's a buggy mess.",youtube,2026-03-24 13:01:26.204843+00,"Tokyo, JP",negative,-0.299,0.7431,bert
341,seed_youtube_340_1774485705,Super happy with our decision to move to bug. Zero regrets.,youtube,2026-03-26 00:41:45.969633+00,"Amsterdam, NL",positive,0.2982,0.9899,ensemble
342,seed_youtube_341_1775360253,The cheap UI is confusing and unintuitive. Needs a complete redesign.,youtube,2026-04-05 03:37:33.13889+00,"Amsterdam, NL",negative,-0.9019,0.9005,textblob
343,seed_twitter_342_1773566875,Why is cheap so expensive now?! The new pricing is outrageous.,twitter,2026-03-15 09:27:55.226735+00,"Berlin, DE",negative,-0.3329,0.7509,bert
344,seed_youtube_343_1774952331,Finally a threat solution that actually works – saving me hours every day 🎉,youtube,2026-03-31 10:18:51.885578+00,"San Francisco, US",positive,0.4868,0.792,bert
345,seed_twitter_344_1775695767,Finally a threat solution that actually works – saving me hours every day 🎉,twitter,2026-04-09 00:49:27.384719+00,"Paris, FR",positive,0.8411,0.917,ensemble
346,seed_twitter_345_1774697051,The bug demo blew my mind. Rolling this out company-wide ASAP.,twitter,2026-03-28 11:24:11.798858+00,"Sydney, AU",positive,0.407,0.9112,ensemble
347,seed_youtube_346_1774770648,Why is data so expensive now?! The new pricing is outrageous.,youtube,2026-03-29 07:50:48.086187+00,"San Francisco, US",negative,-0.9058,0.7012,bert
348,seed_twitter_347_1773533247,The ticket conference keynote starts in 2 hours. Curious what they'll announce.,twitter,2026-03-15 00:07:27.20212+00,,neutral,0.1342,0.7602,ensemble
349,seed_youtube_348_1773926449,Blown away by how fast and reliable the new model update is. 10/10!,youtube,2026-03-19 13:20:49.720411+00,"Paris, FR",positive,0.7839,0.7279,ensemble
350,seed_youtube_349_1775363941,Our team's productivity shot up 40% after adopting value. Game changer! 💡,youtube,2026-04-05 04:39:01.725792+00,"Bangalore, IN",positive,0.6515,0.9276,bert
351,seed_youtube_350_1774213502,The data platform keeps crashing. Switching to a competitor ASAP.,youtube,2026-03-22 21:05:02.241532+00,"Bangalore, IN",negative,-0.3674,0.7292,bert
352,seed_youtube_351_1773953049,Super happy with our decision to move to breach. Zero regrets.,youtube,2026-03-19 20:44:09.56071+00,"Paris, FR",positive,0.4101,0.9078,ensemble
353,seed_youtube_352_1773976805,This aws outage has cost us thousands. Where is the status page??,youtube,2026-03-20 03:20:05.186733+00,"Sydney, AU",negative,-0.5219,0.8529,textblob
354,seed_youtube_353_1775963904,neural charged me twice this month and I can't reach anyone. Do better.,youtube,2026-04-12 03:18:24.40772+00,"Bangalore, IN",negative,-0.7941,0.875,ensemble
355,seed_twitter_354_1775753358,The new support platform is absolutely incredible! Best launch I've seen this year 🚀,twitter,2026-04-09 16:49:18.568785+00,"San Francisco, US",positive,0.2752,0.973,textblob
356,seed_youtube_355_1774671318,Comparing ticket vs alternatives. Both seem to have trade-offs.,youtube,2026-03-28 04:15:18.70036+00,,neutral,-0.0962,0.6874,ensemble
357,seed_youtube_356_1775681034,Just tried cheap and wow – completely changed my workflow. Would highly recommend!,youtube,2026-04-08 20:43:54.198417+00,"Bangalore, IN",positive,0.4037,0.9602,ensemble
358,seed_youtube_357_1773392672,Setting up a model demo environment. First impressions later.,youtube,2026-03-13 09:04:32.092877+00,"Toronto, CA",neutral,-0.0634,0.579,textblob
359,seed_twitter_358_1775347178,Reviewing the ml changelog for the latest release.,twitter,2026-04-04 23:59:38.059255+00,"Mumbai, IN",neutral,0.1438,0.7066,bert
360,seed_youtube_359_1773526262,The cost demo blew my mind. Rolling this out company-wide ASAP.,youtube,2026-03-14 22:11:02.485872+00,"Tokyo, JP",positive,0.9019,0.7858,ensemble
361,seed_twitter_360_1774624003,Attended the threat webinar. Informative overview of the roadmap.,twitter,2026-03-27 15:06:43.138852+00,"Berlin, DE",neutral,-0.0057,0.7293,bert
362,seed_youtube_361_1774749761,Reviewing the plan changelog for the latest release.,youtube,2026-03-29 02:02:41.86095+00,,neutral,0.1414,0.6336,ensemble
363,seed_twitter_362_1773407351,This breach outage has cost us thousands. Where is the status page??,twitter,2026-03-13 13:09:11.302962+00,"Paris, FR",negative,-0.6769,0.7721,textblob
364,seed_twitter_363_1774927268,The help UI is confusing and unintuitive. Needs a complete redesign.,twitter,2026-03-31 03:21:08.295471+00,"Toronto, CA",negative,-0.9264,0.8775,ensemble
365,seed_youtube_364_1773630873,Been waiting 3 days for price support to reply. Absolutely terrible service 😡,youtube,2026-03-16 03:14:33.488736+00,"Mumbai, IN",negative,-0.3914,0.9106,bert
366,seed_youtube_365_1773815998,Setting up a ticket demo environment. First impressions later.,youtube,2026-03-18 06:39:58.304834+00,"London, UK",neutral,-0.0029,0.7692,ensemble
367,seed_twitter_366_1773653440,Attended the cloud webinar. Informative overview of the roadmap.,twitter,2026-03-16 09:30:40.149941+00,,neutral,0.1174,0.7421,bert
368,seed_twitter_367_1773484101,Just installed the new cheap version. Will test it over the next few days.,twitter,2026-03-14 10:28:21.086943+00,"Singapore, SG",neutral,-0.1087,0.8485,bert
369,seed_youtube_368_1774317700,Comparing cost vs alternatives. Both seem to have trade-offs.,youtube,2026-03-24 02:01:40.175904+00,"New York, US",neutral,0.0071,0.5637,textblob
370,seed_twitter_369_1773983505,Submitted 5 firewall tickets this week. Not a single response.,twitter,2026-03-20 05:11:45.475023+00,"Amsterdam, NL",negative,-0.7426,0.8156,bert
371,seed_youtube_370_1775650728,model charged me twice this month and I can't reach anyone. Do better.,youtube,2026-04-08 12:18:48.365848+00,"Berlin, DE",negative,-0.3132,0.8756,ensemble
372,seed_twitter_371_1774964714,Reviewing the deploy changelog for the latest release.,twitter,2026-03-31 13:45:14.33772+00,"Mumbai, IN",neutral,0.1374,0.6101,ensemble
373,seed_youtube_372_1774512398,The cheap platform keeps crashing. Switching to a competitor ASAP.,youtube,2026-03-26 08:06:38.063577+00,"Singapore, SG",negative,-0.442,0.7911,ensemble
374,seed_youtube_373_1774824613,Why is server so expensive now?! The new pricing is outrageous.,youtube,2026-03-29 22:50:13.516945+00,"San Francisco, US",negative,-0.7317,0.8664,ensemble
375,seed_youtube_374_1774647795,The broken conference keynote starts in 2 hours. Curious what they'll announce.,youtube,2026-03-27 21:43:15.335374+00,,neutral,0.0457,0.8399,bert
376,seed_youtube_375_1774008215,The azure platform keeps crashing. Switching to a competitor ASAP.,youtube,2026-03-20 12:03:35.440654+00,"San Francisco, US",negative,-0.9354,0.7143,bert
377,seed_youtube_376_1774298157,Just tried deep learning and wow – completely changed my workflow. Would highly recommend!,youtube,2026-03-23 20:35:57.457235+00,"Tokyo, JP",positive,0.3275,0.8375,textblob
378,seed_youtube_377_1773760045,Super happy with our decision to move to azure. Zero regrets.,youtube,2026-03-17 15:07:25.397394+00,,positive,0.847,0.9697,bert
379,seed_youtube_378_1775787759,New plan blog post is out. Covers migration steps.,youtube,2026-04-10 02:22:39.78533+00,"Bangalore, IN",neutral,-0.0935,0.7175,ensemble
380,seed_twitter_379_1774532384,Just tried docker and wow – completely changed my workflow. Would highly recommend!,twitter,2026-03-26 13:39:44.318932+00,"Sydney, AU",positive,0.7456,0.9186,ensemble
381,seed_twitter_380_1775243637,The ai demo blew my mind. Rolling this out company-wide ASAP.,twitter,2026-04-03 19:13:57.422632+00,"Singapore, SG",positive,0.6992,0.982,bert
382,seed_twitter_381_1774570502,The new hack platform is absolutely incredible! Best launch I've seen this year 🚀,twitter,2026-03-27 00:15:02.190678+00,"New York, US",positive,0.637,0.9556,ensemble
383,seed_youtube_382_1775292251,Reviewing the server changelog for the latest release.,youtube,2026-04-04 08:44:11.296064+00,"Paris, FR",neutral,0.1102,0.66,ensemble
384,seed_twitter_383_1775897351,The latest azure update broke my entire pipeline. Unacceptable!,twitter,2026-04-11 08:49:11.244022+00,"London, UK",negative,-0.8887,0.803,bert
385,seed_youtube_384_1775233083,Cancelled my deploy subscription. The quality has dropped so much.,youtube,2026-04-03 16:18:03.62373+00,"Tokyo, JP",negative,-0.6586,0.7281,ensemble
386,seed_twitter_385_1774019436,The new encrypt platform is absolutely incredible! Best launch I've seen this year 🚀,twitter,2026-03-20 15:10:36.459934+00,,positive,0.3001,0.7911,textblob
387,seed_youtube_386_1774437359,Huge shoutout to the ml team – your product is flawless ⭐⭐⭐⭐⭐,youtube,2026-03-25 11:15:59.304364+00,"Sydney, AU",positive,0.5243,0.9573,ensemble
388,seed_twitter_387_1774307919,Reviewing the expensive changelog for the latest release.,twitter,2026-03-23 23:18:39.988474+00,"Bangalore, IN",neutral,-0.0097,0.8006,textblob
389,seed_twitter_388_1775963601,Blown away by how fast and reliable the new encrypt update is. 10/10!,twitter,2026-04-12 03:13:21.374181+00,"Amsterdam, NL",positive,0.5009,0.7787,textblob
390,seed_youtube_389_1774947632,Been waiting 3 days for expensive support to reply. Absolutely terrible service 😡,youtube,2026-03-31 09:00:32.402139+00,"Bangalore, IN",negative,-0.2692,0.7502,ensemble
391,seed_twitter_390_1774957500,Submitted 5 gpt tickets this week. Not a single response.,twitter,2026-03-31 11:45:00.36712+00,"New York, US",negative,-0.9288,0.8428,bert
392,seed_twitter_391_1775282914,ai support team resolved my issue in under 10 min. Stellar experience!,twitter,2026-04-04 06:08:34.527363+00,"Sydney, AU",positive,0.6461,0.7779,bert
393,seed_youtube_392_1775916672,"Seriously impressed with subscription. The UX is clean, fast, and just works.",youtube,2026-04-11 14:11:12.654128+00,"Bangalore, IN",positive,0.633,0.987,ensemble
394,seed_twitter_393_1775134376,Why is subscription so expensive now?! The new pricing is outrageous.,twitter,2026-04-02 12:52:56.733351+00,"New York, US",negative,-0.6786,0.7786,ensemble
395,seed_youtube_394_1775662612,Cancelled my gpt subscription. The quality has dropped so much.,youtube,2026-04-08 15:36:52.191628+00,"Singapore, SG",negative,-0.8355,0.7897,textblob
396,seed_twitter_395_1774771167,Submitted 5 data tickets this week. Not a single response.,twitter,2026-03-29 07:59:27.09408+00,,negative,-0.7444,0.7023,bert
397,seed_twitter_396_1774548295,The security conference keynote starts in 2 hours. Curious what they'll announce.,twitter,2026-03-26 18:04:55.793508+00,"Tokyo, JP",neutral,0.145,0.6997,textblob
398,seed_twitter_397_1775479542,Super happy with our decision to move to threat. Zero regrets.,twitter,2026-04-06 12:45:42.961993+00,"New York, US",positive,0.2807,0.8534,textblob
399,seed_twitter_398_1773573066,Huge shoutout to the ai team – your product is flawless ⭐⭐⭐⭐⭐,twitter,2026-03-15 11:11:06.960785+00,,positive,0.3203,0.9308,ensemble
400,seed_twitter_399_1775158861,The issue UI is confusing and unintuitive. Needs a complete redesign.,twitter,2026-04-02 19:41:01.126859+00,"Bangalore, IN",negative,-0.5729,0.739,ensemble
401,seed_youtube_400_1773978933,Attended the value webinar. Informative overview of the roadmap.,youtube,2026-03-20 03:55:33.48933+00,"Singapore, SG",neutral,0.076,0.6615,textblob
402,seed_twitter_401_1775862252,Super happy with our decision to move to issue. Zero regrets.,twitter,2026-04-10 23:04:12.968576+00,,positive,0.3009,0.7983,bert
403,seed_youtube_402_1773670990,Super happy with our decision to move to docker. Zero regrets.,youtube,2026-03-16 14:23:10.941183+00,,positive,0.2624,0.7952,textblob
404,seed_youtube_403_1773457549,The ai conference keynote starts in 2 hours. Curious what they'll announce.,youtube,2026-03-14 03:05:49.504449+00,"Amsterdam, NL",neutral,-0.0946,0.6549,ensemble
405,seed_twitter_404_1775229274,Reading the ai docs. Seems fairly comprehensive so far.,twitter,2026-04-03 15:14:34.103111+00,"London, UK",neutral,0.1282,0.6019,ensemble
406,seed_youtube_405_1775607881,Our team's productivity shot up 40% after adopting broken. Game changer! 💡,youtube,2026-04-08 00:24:41.661682+00,"Paris, FR",positive,0.6171,0.9706,textblob
407,seed_youtube_406_1775204948,Just tried cheap and wow – completely changed my workflow. Would highly recommend!,youtube,2026-04-03 08:29:08.586306+00,"London, UK",positive,0.2708,0.811,bert
408,seed_youtube_407_1775827218,Super happy with our decision to move to llm. Zero regrets.,youtube,2026-04-10 13:20:18.953239+00,"Berlin, DE",positive,0.3231,0.8309,textblob
409,seed_twitter_408_1773933078,Huge shoutout to the bug team – your product is flawless ⭐⭐⭐⭐⭐,twitter,2026-03-19 15:11:18.405795+00,,positive,0.5985,0.9229,ensemble
410,seed_twitter_409_1774412532,Super happy with our decision to move to plan. Zero regrets.,twitter,2026-03-25 04:22:12.798156+00,"Amsterdam, NL",positive,0.4814,0.8296,bert
411,seed_twitter_410_1775326551,Comparing ml vs alternatives. Both seem to have trade-offs.,twitter,2026-04-04 18:15:51.713625+00,"Toronto, CA",neutral,0.1132,0.7961,bert
412,seed_twitter_411_1774332137,Cancelled my cloud subscription. The quality has dropped so much.,twitter,2026-03-24 06:02:17.114952+00,,negative,-0.3568,0.7508,bert
413,seed_twitter_412_1774600207,Why is vulnerability so expensive now?! The new pricing is outrageous.,twitter,2026-03-27 08:30:07.054622+00,"Tokyo, JP",negative,-0.5417,0.9866,textblob
414,seed_twitter_413_1774492310,Huge shoutout to the server team – your product is flawless ⭐⭐⭐⭐⭐,twitter,2026-03-26 02:31:50.996552+00,"Mumbai, IN",positive,0.9051,0.8668,ensemble
415,seed_twitter_414_1774892610,The deploy demo blew my mind. Rolling this out company-wide ASAP.,twitter,2026-03-30 17:43:30.269013+00,,positive,0.8913,0.8505,bert
416,seed_youtube_415_1774385736,Just installed the new plan version. Will test it over the next few days.,youtube,2026-03-24 20:55:36.898189+00,,neutral,-0.0699,0.8152,textblob
417,seed_twitter_416_1773523527,Setting up a ticket demo environment. First impressions later.,twitter,2026-03-14 21:25:27.705423+00,"Tokyo, JP",neutral,0.079,0.5994,ensemble
418,seed_youtube_417_1774621481,Finally a aws solution that actually works – saving me hours every day 🎉,youtube,2026-03-27 14:24:41.582499+00,"Sydney, AU",positive,0.5173,0.7558,bert
419,seed_youtube_418_1773629818,The latest broken update broke my entire pipeline. Unacceptable!,youtube,2026-03-16 02:56:58.243611+00,,negative,-0.8153,0.838,ensemble
420,seed_twitter_419_1775587306,Super happy with our decision to move to fix. Zero regrets.,twitter,2026-04-07 18:41:46.465878+00,"Berlin, DE",positive,0.6832,0.9512,bert
421,seed_twitter_420_1773492389,Finally a cost solution that actually works – saving me hours every day 🎉,twitter,2026-03-14 12:46:29.34919+00,,positive,0.339,0.7608,textblob
422,seed_twitter_421_1775628944,The model demo blew my mind. Rolling this out company-wide ASAP.,twitter,2026-04-08 06:15:44.507936+00,"New York, US",positive,0.4289,0.8678,ensemble
423,seed_youtube_422_1775646224,"Seriously impressed with expensive. The UX is clean, fast, and just works.",youtube,2026-04-08 11:03:44.671494+00,"New York, US",positive,0.3541,0.9485,bert
424,seed_twitter_423_1773741378,"Seriously impressed with model. The UX is clean, fast, and just works.",twitter,2026-03-17 09:56:18.443075+00,"Singapore, SG",positive,0.3391,0.7528,ensemble
425,seed_twitter_424_1775455471,Reading the threat docs. Seems fairly comprehensive so far.,twitter,2026-04-06 06:04:31.298493+00,"Mumbai, IN",neutral,-0.0269,0.6561,bert
426,seed_twitter_425_1774366488,Why is ticket so expensive now?! The new pricing is outrageous.,twitter,2026-03-24 15:34:48.944785+00,"New York, US",negative,-0.8092,0.8482,ensemble
427,seed_youtube_426_1775406834,Just tried refund and wow – completely changed my workflow. Would highly recommend!,youtube,2026-04-05 16:33:54.708605+00,"Sydney, AU",positive,0.2802,0.7694,ensemble
428,seed_twitter_427_1773932864,Huge shoutout to the refund team – your product is flawless ⭐⭐⭐⭐⭐,twitter,2026-03-19 15:07:44.704695+00,"Bangalore, IN",positive,0.4324,0.7581,textblob
429,seed_youtube_428_1775192218,Super happy with our decision to move to ticket. Zero regrets.,youtube,2026-04-03 04:56:58.641257+00,"London, UK",positive,0.515,0.9197,bert
430,seed_twitter_429_1775416459,Just tried firewall and wow – completely changed my workflow. Would highly recommend!,twitter,2026-04-05 19:14:19.278397+00,"Paris, FR",positive,0.5329,0.8131,textblob
431,seed_youtube_430_1774555406,The new subscription platform is absolutely incredible! Best launch I've seen this year 🚀,youtube,2026-03-26 20:03:26.897394+00,,positive,0.8271,0.8899,textblob
432,seed_youtube_431_1773676481,threat support team resolved my issue in under 10 min. Stellar experience!,youtube,2026-03-16 15:54:41.25156+00,"Amsterdam, NL",positive,0.3236,0.8867,bert
433,seed_twitter_432_1773841841,Our team had a value eval call today. Still deciding.,twitter,2026-03-18 13:50:41.529825+00,"New York, US",neutral,0.0276,0.7168,bert
434,seed_youtube_433_1775421842,The issue platform keeps crashing. Switching to a competitor ASAP.,youtube,2026-04-05 20:44:02.143134+00,"Berlin, DE",negative,-0.5415,0.8572,bert
435,seed_twitter_434_1773576489,Huge shoutout to the refund team – your product is flawless ⭐⭐⭐⭐⭐,twitter,2026-03-15 12:08:09.453754+00,"Singapore, SG",positive,0.4273,0.9396,textblob
436,seed_youtube_435_1774353728,Finally a price solution that actually works – saving me hours every day 🎉,youtube,2026-03-24 12:02:08.985539+00,"New York, US",positive,0.4555,0.8012,ensemble
437,seed_youtube_436_1774136635,Attended the firewall webinar. Informative overview of the roadmap.,youtube,2026-03-21 23:43:55.682388+00,"San Francisco, US",neutral,-0.1119,0.6224,bert
438,seed_youtube_437_1775083306,model support team resolved my issue in under 10 min. Stellar experience!,youtube,2026-04-01 22:41:46.760796+00,"New York, US",positive,0.6384,0.8218,textblob
439,seed_youtube_438_1774084178,subscription support team resolved my issue in under 10 min. Stellar experience!,youtube,2026-03-21 09:09:38.124712+00,"Berlin, DE",positive,0.6478,0.8691,bert
440,seed_youtube_439_1774122828,hack charged me twice this month and I can't reach anyone. Do better.,youtube,2026-03-21 19:53:48.075508+00,"Amsterdam, NL",negative,-0.2562,0.7219,ensemble
441,seed_youtube_440_1774641730,Super happy with our decision to move to refund. Zero regrets.,youtube,2026-03-27 20:02:10.932725+00,"Toronto, CA",positive,0.6433,0.9351,bert
442,seed_twitter_441_1775652691,Setting up a ml demo environment. First impressions later.,twitter,2026-04-08 12:51:31.042191+00,,neutral,-0.076,0.815,bert
443,seed_twitter_442_1774703618,The new support platform is absolutely incredible! Best launch I've seen this year 🚀,twitter,2026-03-28 13:13:38.818449+00,"New York, US",positive,0.5057,0.7398,bert
444,seed_twitter_443_1775799439,Submitted 5 gpt tickets this week. Not a single response.,twitter,2026-04-10 05:37:19.545419+00,"Paris, FR",negative,-0.5349,0.7773,textblob
445,seed_youtube_444_1775896390,"Seriously impressed with issue. The UX is clean, fast, and just works.",youtube,2026-04-11 08:33:10.958949+00,"Tokyo, JP",positive,0.7368,0.8161,textblob
446,seed_twitter_445_1773791475,The fix platform keeps crashing. Switching to a competitor ASAP.,twitter,2026-03-17 23:51:15.648177+00,"Mumbai, IN",negative,-0.713,0.8873,bert
447,seed_youtube_446_1773509509,Finally a neural solution that actually works – saving me hours every day 🎉,youtube,2026-03-14 17:31:49.855314+00,"San Francisco, US",positive,0.677,0.7834,ensemble
448,seed_youtube_447_1775266724,The bug demo blew my mind. Rolling this out company-wide ASAP.,youtube,2026-04-04 01:38:44.409712+00,"Amsterdam, NL",positive,0.7381,0.9127,textblob
449,seed_youtube_448_1773462281,Setting up a llm demo environment. First impressions later.,youtube,2026-03-14 04:24:41.064341+00,"Amsterdam, NL",neutral,0.0541,0.7044,ensemble
450,seed_youtube_449_1773770945,Why is neural so expensive now?! The new pricing is outrageous.,youtube,2026-03-17 18:09:05.081581+00,"Sydney, AU",negative,-0.9262,0.9464,textblob
451,seed_twitter_450_1774753043,The new hack platform is absolutely incredible! Best launch I've seen this year 🚀,twitter,2026-03-29 02:57:23.175217+00,,positive,0.4183,0.7328,bert
452,seed_youtube_451_1775050808,Super happy with our decision to move to cloud. Zero regrets.,youtube,2026-04-01 13:40:08.77677+00,,positive,0.2856,0.8562,textblob
453,seed_twitter_452_1775732237,The hack UI is confusing and unintuitive. Needs a complete redesign.,twitter,2026-04-09 10:57:17.04388+00,,negative,-0.6046,0.7654,textblob
454,seed_youtube_453_1773438516,New llm blog post is out. Covers migration steps.,youtube,2026-03-13 21:48:36.082621+00,,neutral,0.0691,0.7907,textblob
455,seed_twitter_454_1775831802,Blown away by how fast and reliable the new deep learning update is. 10/10!,twitter,2026-04-10 14:36:42.484322+00,"New York, US",positive,0.4881,0.7575,textblob
456,seed_youtube_455_1774758258,Super happy with our decision to move to deploy. Zero regrets.,youtube,2026-03-29 04:24:18.015822+00,"Tokyo, JP",positive,0.8524,0.7499,textblob
457,seed_youtube_456_1773931033,deploy charged me twice this month and I can't reach anyone. Do better.,youtube,2026-03-19 14:37:13.461494+00,"Tokyo, JP",negative,-0.4624,0.7909,textblob
458,seed_youtube_457_1775138721,The threat platform keeps crashing. Switching to a competitor ASAP.,youtube,2026-04-02 14:05:21.690915+00,"Sydney, AU",negative,-0.3191,0.823,ensemble
459,seed_youtube_458_1775962106,Cancelled my azure subscription. The quality has dropped so much.,youtube,2026-04-12 02:48:26.020295+00,"Tokyo, JP",negative,-0.7171,0.8207,textblob
460,seed_twitter_459_1774533179,Submitted 5 kubernetes tickets this week. Not a single response.,twitter,2026-03-26 13:52:59.591947+00,,negative,-0.3915,0.7532,textblob
461,seed_youtube_460_1775350197,Submitted 5 help tickets this week. Not a single response.,youtube,2026-04-05 00:49:57.163369+00,,negative,-0.2506,0.7296,ensemble
462,seed_youtube_461_1775716712,Our team's productivity shot up 40% after adopting issue. Game changer! 💡,youtube,2026-04-09 06:38:32.904466+00,"Paris, FR",positive,0.4767,0.9355,bert
463,seed_twitter_462_1775408191,Cancelled my price subscription. The quality has dropped so much.,twitter,2026-04-05 16:56:31.171468+00,,negative,-0.6242,0.7636,textblob
464,seed_twitter_463_1774155320,Our team had a cheap eval call today. Still deciding.,twitter,2026-03-22 04:55:20.826308+00,"New York, US",neutral,-0.1081,0.7477,ensemble
465,seed_twitter_464_1774453176,Huge shoutout to the cheap team – your product is flawless ⭐⭐⭐⭐⭐,twitter,2026-03-25 15:39:36.470508+00,"Amsterdam, NL",positive,0.5643,0.9476,ensemble
466,seed_youtube_465_1774835937,Blown away by how fast and reliable the new vulnerability update is. 10/10!,youtube,2026-03-30 01:58:57.829323+00,,positive,0.4381,0.9098,bert
467,seed_youtube_466_1775419089,The plan platform keeps crashing. Switching to a competitor ASAP.,youtube,2026-04-05 19:58:09.110351+00,"Bangalore, IN",negative,-0.6176,0.9773,textblob
468,seed_youtube_467_1774067646,The new llm platform is absolutely incredible! Best launch I've seen this year 🚀,youtube,2026-03-21 04:34:06.359472+00,"Amsterdam, NL",positive,0.6774,0.828,textblob
469,seed_twitter_468_1774342258,The new hack platform is absolutely incredible! Best launch I've seen this year 🚀,twitter,2026-03-24 08:50:58.449874+00,,positive,0.5854,0.7496,ensemble
470,seed_twitter_469_1774680169,Reviewing the hack changelog for the latest release.,twitter,2026-03-28 06:42:49.952793+00,"Paris, FR",neutral,-0.0806,0.7998,bert
471,seed_twitter_470_1775034431,Why is gpt so expensive now?! The new pricing is outrageous.,twitter,2026-04-01 09:07:11.20507+00,"London, UK",negative,-0.6881,0.8928,textblob
